"No.","Time","Source","Destination","Protocol","Length","Info"
"528","6.977207","192.168.1.1","192.168.1.6","TCP","54","53  >  20595 [FIN, ACK] Seq=108 Ack=52 Win=29216 Len=0"
"529","6.977256","192.168.1.6","192.168.1.1","TCP","54","20595  >  53 [RST, ACK] Seq=52 Ack=108 Win=0 Len=0"
"530","6.980644","192.168.1.6","142.250.192.4","UDP","534","57976  >  443 Len=492"
"531","7.001278","142.250.183.106","192.168.1.6","QUIC","1292","Initial, SCID=e3337919f3bdc4f2, PKN: 1, ACK, PADDING"
"532","7.028859","142.250.192.4","192.168.1.6","UDP","71","443  >  57976 Len=29"
"533","7.053229","192.168.1.6","142.250.183.106","QUIC","1292","Initial, DCID=e3337919f3bdc4f2, PKN: 5, PADDING, PING, PADDING"
"534","7.055153","192.168.1.6","142.250.192.4","UDP","75","57976  >  443 Len=33"
"535","7.060883","142.250.183.106","192.168.1.6","QUIC","1292","Initial, SCID=e3337919f3bdc4f2, PKN: 2, CRYPTO, PADDING"
"536","7.060883","142.250.183.106","192.168.1.6","QUIC","349","Protected Payload (KP0)"
"537","7.062334","192.168.1.6","142.250.183.106","QUIC","1292","Initial, DCID=e3337919f3bdc4f2, PKN: 6, ACK, PADDING"
"538","7.062761","192.168.1.6","142.250.183.106","QUIC","120","Handshake, DCID=e3337919f3bdc4f2"
"539","7.063152","192.168.1.6","142.250.183.106","QUIC","1288","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"540","7.063258","192.168.1.6","142.250.183.106","QUIC","852","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"541","7.063783","142.250.183.106","192.168.1.6","QUIC","985","Protected Payload (KP0)"
"542","7.063783","142.250.183.106","192.168.1.6","QUIC","96","Protected Payload (KP0)"
"543","7.063783","142.250.183.106","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"544","7.064490","192.168.1.6","142.250.183.106","QUIC","74","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"545","7.079425","142.250.192.4","192.168.1.6","UDP","246","443  >  57976 Len=204"
"546","7.080160","142.250.192.4","192.168.1.6","UDP","64","443  >  57976 Len=22"
"547","7.081165","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"548","7.086866","142.250.183.106","192.168.1.6","QUIC","162","Protected Payload (KP0)"
"549","7.087272","142.250.183.106","192.168.1.6","QUIC","71","Protected Payload (KP0)"
"550","7.087272","142.250.183.106","192.168.1.6","QUIC","67","Protected Payload (KP0)"
"551","7.087678","192.168.1.6","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"552","7.129424","142.250.192.4","192.168.1.6","UDP","67","443  >  57976 Len=25"
"553","7.301278","192.168.1.6","142.250.183.106","QUIC","71","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"554","7.350039","192.168.1.6","192.168.1.1","DNS","111","Standard query 0x75a8 A pla-prod-sea-sb-ns-zombie-01.servicebus.windows.net"
"555","7.350607","142.250.183.106","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"556","7.358713","192.168.1.1","192.168.1.6","DNS","189","Standard query response 0x75a8 A pla-prod-sea-sb-ns-zombie-01.servicebus.windows.net CNAME ns-prod-sg3-507.southeastasia.cloudapp.azure.com A 20.195.81.83"
"557","7.359591","192.168.1.6","20.195.81.83","TCP","66","20596  >  5671 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"558","7.367137","142.250.183.106","192.168.1.6","QUIC","1022","Protected Payload (KP0)"
"559","7.367912","142.250.183.106","192.168.1.6","QUIC","269","Protected Payload (KP0)"
"560","7.368351","192.168.1.6","142.250.183.106","QUIC","77","Protected Payload (KP0), DCID=e3337919f3bdc4f2"
"561","7.376019","192.168.1.6","192.168.1.1","TCP","66","20597  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"562","7.376477","192.168.1.6","192.168.1.1","TCP","66","20598  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"563","7.382699","192.168.1.1","192.168.1.6","TCP","66","53  >  20597 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"564","7.382699","192.168.1.1","192.168.1.6","TCP","66","53  >  20598 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
"565","7.382832","192.168.1.6","192.168.1.1","TCP","54","20597  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"566","7.382917","192.168.1.6","192.168.1.1","TCP","54","20598  >  53 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"567","7.384044","192.168.1.6","142.250.193.174","QUIC","1292","Initial, DCID=ba8402f289d6525d, PKN: 1, CRYPTO"
"568","7.384200","192.168.1.6","142.250.193.174","QUIC","1292","Initial, DCID=ba8402f289d6525d, PKN: 2, PADDING, CRYPTO, PADDING"
"569","7.384573","192.168.1.6","142.250.193.174","QUIC","123","0-RTT, DCID=ba8402f289d6525d"
"570","7.384845","192.168.1.6","192.168.1.1","TCP","56","20597  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 571]"
"571","7.384899","192.168.1.6","192.168.1.1","DNS","98","Standard query 0xff07 A securetoken.googleapis.com"
"572","7.384975","192.168.1.6","192.168.1.1","TCP","56","20598  >  53 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=2 [TCP PDU reassembled in 573]"
"573","7.385024","192.168.1.6","192.168.1.1","DNS","98","Standard query 0xe843 HTTPS securetoken.googleapis.com"
"574","7.387787","192.168.1.1","192.168.1.6","TCP","54","53  >  20597 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"575","7.387787","192.168.1.1","192.168.1.6","TCP","54","53  >  20597 [ACK] Seq=1 Ack=47 Win=29216 Len=0"
"576","7.387787","192.168.1.1","192.168.1.6","TCP","54","53  >  20598 [ACK] Seq=1 Ack=3 Win=29216 Len=0"
"577","7.387787","192.168.1.1","192.168.1.6","TCP","54","53  >  20598 [ACK] Seq=1 Ack=47 Win=29216 Len=0"
"578","7.391897","142.250.193.174","192.168.1.6","QUIC","1292","Initial, SCID=fa8402f289d6525d, PKN: 1, ACK, PADDING"
"579","7.399639","20.195.81.83","192.168.1.6","TCP","66","5671  >  20596 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"580","7.399871","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"581","7.400593","192.168.1.6","20.195.81.83","TLSv1.2","293","Client Hello (SNI=pla-prod-sea-sb-ns-zombie-01.servicebus.windows.net)"
"582","7.406834","192.168.1.1","192.168.1.6","TCP","55","53  >  20598 [PSH, ACK] Seq=1 Ack=47 Win=29216 Len=1 [TCP PDU reassembled in 612]"
"583","7.406834","192.168.1.1","192.168.1.6","TCP","55","53  >  20597 [PSH, ACK] Seq=1 Ack=47 Win=29216 Len=1 [TCP PDU reassembled in 610]"
"584","7.409532","192.168.1.6","142.250.193.174","QUIC","1292","Initial, DCID=fa8402f289d6525d, PKN: 5, PADDING, PING, PADDING"
"585","7.416849","142.250.183.106","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"586","7.417044","142.250.193.174","192.168.1.6","QUIC","1292","Initial, SCID=fa8402f289d6525d, PKN: 2, ACK, PADDING"
"587","7.425285","142.250.193.174","192.168.1.6","QUIC","1292","Initial, SCID=fa8402f289d6525d, PKN: 3, CRYPTO, PADDING"
"588","7.425285","142.250.193.174","192.168.1.6","QUIC","353","Protected Payload (KP0)"
"589","7.425285","142.250.193.174","192.168.1.6","QUIC","672","Protected Payload (KP0)"
"590","7.425469","142.250.193.174","192.168.1.6","QUIC","67","Protected Payload (KP0)"
"591","7.427547","192.168.1.6","142.250.193.174","QUIC","1292","Initial, DCID=fa8402f289d6525d, PKN: 6, ACK, PADDING"
"592","7.428147","192.168.1.6","142.250.193.174","QUIC","120","Handshake, DCID=fa8402f289d6525d"
"593","7.428402","192.168.1.6","142.250.193.174","QUIC","73","Protected Payload (KP0), DCID=fa8402f289d6525d"
"594","7.429386","192.168.1.6","142.250.193.174","QUIC","1288","Protected Payload (KP0), DCID=fa8402f289d6525d"
"595","7.429507","192.168.1.6","142.250.193.174","QUIC","1288","Protected Payload (KP0), DCID=fa8402f289d6525d"
"596","7.429612","192.168.1.6","142.250.193.174","QUIC","1292","Protected Payload (KP0), DCID=fa8402f289d6525d"
"597","7.429687","192.168.1.6","142.250.193.174","QUIC","283","Protected Payload (KP0), DCID=fa8402f289d6525d"
"598","7.434267","142.250.193.174","192.168.1.6","QUIC","162","Protected Payload (KP0)"
"599","7.435546","142.250.193.174","192.168.1.6","QUIC","67","Protected Payload (KP0)"
"600","7.436188","142.250.193.174","192.168.1.6","QUIC","71","Protected Payload (KP0)"
"601","7.436745","192.168.1.6","142.250.193.174","QUIC","73","Protected Payload (KP0), DCID=fa8402f289d6525d"
"602","7.438387","142.250.193.174","192.168.1.6","QUIC","67","Protected Payload (KP0)"
"603","7.441418","20.195.81.83","192.168.1.6","TCP","1506","5671  >  20596 [ACK] Seq=1 Ack=240 Win=4194560 Len=1452 [TCP PDU reassembled in 605]"
"604","7.441418","20.195.81.83","192.168.1.6","TCP","1506","5671  >  20596 [ACK] Seq=1453 Ack=240 Win=4194560 Len=1452 [TCP PDU reassembled in 605]"
"605","7.441762","20.195.81.83","192.168.1.6","TLSv1.2","1269","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"606","7.441783","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=240 Ack=2905 Win=132352 Len=0"
"607","7.451046","192.168.1.6","20.195.81.83","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"608","7.456156","192.168.1.6","192.168.1.1","TCP","54","20597  >  53 [ACK] Seq=47 Ack=2 Win=131328 Len=0"
"609","7.456279","192.168.1.6","192.168.1.1","TCP","54","20598  >  53 [ACK] Seq=47 Ack=2 Win=131328 Len=0"
"610","7.457753","192.168.1.1","192.168.1.6","DNS","355","Standard query response 0xff07 A securetoken.googleapis.com A 142.250.67.74 A 142.250.77.106 A 142.250.77.138 A 142.250.77.170 A 142.250.182.10 A 142.250.182.42 A 142.250.182.74 A 142.250.182.106 A 142.250.182.138 A 142.250.183.234 A 142.250.193.106 A 142.250.193.138 A 142.250.193.170 A 142.250.205.234 A 216.58.196.170 A 142.250.71.42"
"611","7.458136","192.168.1.6","192.168.1.1","TCP","54","20597  >  53 [FIN, ACK] Seq=47 Ack=303 Win=131072 Len=0"
"612","7.458210","192.168.1.1","192.168.1.6","DNS","156","Standard query response 0xe843 HTTPS securetoken.googleapis.com SOA ns1.google.com"
"613","7.458837","192.168.1.6","192.168.1.1","TCP","54","20598  >  53 [FIN, ACK] Seq=47 Ack=104 Win=131072 Len=0"
"614","7.461216","192.168.1.6","142.250.67.74","QUIC","1292","Initial, DCID=faeb916b5af909b9, PKN: 1, CRYPTO"
"615","7.461381","192.168.1.6","142.250.67.74","QUIC","1292","Initial, DCID=faeb916b5af909b9, PKN: 2, CRYPTO"
"616","7.461496","192.168.1.6","142.250.67.74","QUIC","1292","Initial, DCID=faeb916b5af909b9, PKN: 3, PADDING, CRYPTO, PING, CRYPTO, PADDING, CRYPTO"
"617","7.461987","192.168.1.6","142.250.67.74","QUIC","121","0-RTT, DCID=faeb916b5af909b9"
"618","7.462588","192.168.1.1","192.168.1.6","TCP","54","53  >  20597 [FIN, ACK] Seq=303 Ack=48 Win=29216 Len=0"
"619","7.462588","192.168.1.1","192.168.1.6","TCP","54","53  >  20598 [FIN, ACK] Seq=104 Ack=48 Win=29216 Len=0"
"620","7.462644","192.168.1.6","192.168.1.1","TCP","54","20597  >  53 [ACK] Seq=48 Ack=304 Win=131072 Len=0"
"621","7.462748","192.168.1.6","192.168.1.1","TCP","54","20598  >  53 [ACK] Seq=48 Ack=105 Win=131072 Len=0"
"622","7.463103","142.250.193.174","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"623","7.468384","142.250.67.74","192.168.1.6","QUIC","1292","Initial, SCID=faeb916b5af909b9, PKN: 1, ACK, PADDING"
"624","7.468384","142.250.67.74","192.168.1.6","QUIC","1292","Initial, SCID=faeb916b5af909b9, PKN: 2, ACK, PADDING"
"625","7.469134","142.250.67.74","192.168.1.6","QUIC","1292","Initial, SCID=faeb916b5af909b9, PKN: 3, CRYPTO, PADDING"
"626","7.470811","192.168.1.6","142.250.67.74","QUIC","1292","Initial, DCID=faeb916b5af909b9, PKN: 5, ACK, PADDING"
"627","7.471163","192.168.1.6","142.250.67.74","QUIC","79","Handshake, DCID=faeb916b5af909b9"
"628","7.487146","192.168.1.6","142.250.67.74","QUIC","79","Handshake, DCID=faeb916b5af909b9"
"629","7.493175","20.195.81.83","192.168.1.6","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"630","7.494512","192.168.1.6","20.195.81.83","TLSv1.2","91","Application Data"
"631","7.501751","142.250.67.74","192.168.1.6","QUIC","1292","Handshake, SCID=faeb916b5af909b9"
"632","7.501860","142.250.67.74","192.168.1.6","QUIC","1292","Handshake, SCID=faeb916b5af909b9"
"633","7.501860","142.250.67.74","192.168.1.6","QUIC","1292","Handshake, SCID=faeb916b5af909b9"
"634","7.501860","142.250.67.74","192.168.1.6","QUIC","217","Protected Payload (KP0)"
"635","7.502579","192.168.1.6","142.250.67.74","QUIC","81","Handshake, DCID=faeb916b5af909b9"
"636","7.502585","142.250.67.74","192.168.1.6","QUIC","84","Handshake, SCID=faeb916b5af909b9"
"637","7.505311","192.168.1.6","142.250.67.74","QUIC","208","Protected Payload (KP0), DCID=faeb916b5af909b9"
"638","7.505642","192.168.1.6","142.250.67.74","QUIC","741","Protected Payload (KP0), DCID=faeb916b5af909b9"
"639","7.512211","142.250.67.74","192.168.1.6","QUIC","1008","Protected Payload (KP0)"
"640","7.512211","142.250.67.74","192.168.1.6","QUIC","179","Protected Payload (KP0)"
"641","7.512319","142.250.67.74","192.168.1.6","QUIC","69","Protected Payload (KP0)"
"642","7.512541","192.168.1.6","142.250.67.74","QUIC","76","Protected Payload (KP0), DCID=faeb916b5af909b9"
"643","7.512670","192.168.1.6","142.250.67.74","QUIC","75","Protected Payload (KP0), DCID=faeb916b5af909b9"
"644","7.512797","192.168.1.6","142.250.67.74","QUIC","75","Protected Payload (KP0), DCID=faeb916b5af909b9"
"645","7.518030","142.250.193.174","192.168.1.6","QUIC","884","Protected Payload (KP0)"
"646","7.521420","142.250.193.174","192.168.1.6","QUIC","212","Protected Payload (KP0)"
"647","7.521714","192.168.1.6","142.250.193.174","QUIC","77","Protected Payload (KP0), DCID=fa8402f289d6525d"
"648","7.533652","20.195.81.83","192.168.1.6","TLSv1.2","91","Application Data"
"649","7.533652","20.195.81.83","192.168.1.6","TLSv1.2","146","Application Data"
"650","7.533779","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=435 Ack=4300 Win=131072 Len=0"
"651","7.534031","192.168.1.6","20.195.81.83","TLSv1.2","109","Application Data"
"652","7.553519","142.250.193.174","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"653","7.575972","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [ACK] Seq=4300 Ack=490 Win=4194304 Len=0"
"654","7.575972","20.195.81.83","192.168.1.6","TLSv1.2","109","Application Data"
"655","7.576303","192.168.1.6","20.195.81.83","TLSv1.2","91","Application Data"
"656","7.576460","192.168.1.6","20.195.81.83","TLSv1.2","338","Application Data"
"657","7.616497","20.195.81.83","192.168.1.6","TCP","66","[TCP Dup ACK 653#1] 5671  >  20596 [ACK] Seq=4355 Ack=490 Win=4194304 Len=0 SLE=527 SRE=811"
"658","7.616497","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [ACK] Seq=4355 Ack=811 Win=4193792 Len=0"
"659","7.616497","20.195.81.83","192.168.1.6","TLSv1.2","91","Application Data"
"660","7.616497","20.195.81.83","192.168.1.6","TLSv1.2","154","Application Data"
"661","7.616748","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=811 Ack=4492 Win=132096 Len=0"
"662","7.617179","192.168.1.6","20.195.81.83","TLSv1.2","158","Application Data"
"663","7.657799","20.195.81.83","192.168.1.6","TLSv1.2","157","Application Data"
"664","7.658485","192.168.1.6","20.195.81.83","TLSv1.2","120","Application Data"
"665","7.701059","20.195.81.83","192.168.1.6","TLSv1.2","119","Application Data"
"666","7.701664","192.168.1.6","20.195.81.83","TLSv1.2","233","Application Data"
"667","7.701942","192.168.1.6","20.195.81.83","TLSv1.2","236","Application Data"
"668","7.702110","192.168.1.6","20.195.81.83","TLSv1.2","120","Application Data"
"669","7.719545","192.168.1.6","142.250.67.74","QUIC","71","Protected Payload (KP0), DCID=faeb916b5af909b9"
"670","7.746670","20.195.81.83","192.168.1.6","TCP","66","5671  >  20596 [ACK] Seq=4660 Ack=1160 Win=4193536 Len=0 SLE=1342 SRE=1408"
"671","7.746670","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [ACK] Seq=4660 Ack=1408 Win=4193280 Len=0"
"672","7.746832","20.195.81.83","192.168.1.6","TLSv1.2","241","Application Data"
"673","7.746832","20.195.81.83","192.168.1.6","TLSv1.2","119","Application Data"
"674","7.746832","20.195.81.83","192.168.1.6","TLSv1.2","244","Application Data"
"675","7.747041","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=1408 Ack=4912 Win=131840 Len=0"
"676","7.747957","192.168.1.6","20.195.81.83","TLSv1.2","615","Application Data"
"677","7.751841","142.250.67.74","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"678","7.766379","142.250.67.74","192.168.1.6","QUIC","1288","Protected Payload (KP0)"
"679","7.766379","142.250.67.74","192.168.1.6","QUIC","555","Protected Payload (KP0)"
"680","7.768137","192.168.1.6","142.250.67.74","QUIC","77","Protected Payload (KP0), DCID=faeb916b5af909b9"
"681","7.768753","142.250.67.74","192.168.1.6","QUIC","81","Protected Payload (KP0)"
"682","7.791313","20.195.81.83","192.168.1.6","TLSv1.2","906","Application Data"
"683","7.792211","192.168.1.6","20.195.81.83","TLSv1.2","98","Application Data"
"684","7.793316","192.168.1.6","20.195.81.83","TLSv1.2","100","Application Data"
"685","7.793585","192.168.1.6","20.195.81.83","TLSv1.2","131","Application Data"
"686","7.794551","192.168.1.6","142.250.67.74","QUIC","74","Protected Payload (KP0), DCID=faeb916b5af909b9"
"687","7.800562","142.250.67.74","192.168.1.6","QUIC","1288","Protected Payload (KP0)"
"688","7.801100","192.168.1.6","142.250.67.74","QUIC","75","Protected Payload (KP0), DCID=faeb916b5af909b9"
"689","7.812012","192.168.1.6","142.250.67.74","QUIC","72","Protected Payload (KP0), DCID=faeb916b5af909b9"
"690","7.818824","142.250.67.74","192.168.1.6","QUIC","67","Protected Payload (KP0)"
"691","7.837181","20.195.81.83","192.168.1.6","TLSv1.2","98","Application Data"
"692","7.837320","20.195.81.83","192.168.1.6","TCP","66","[TCP Dup ACK 691#1] 5671  >  20596 [ACK] Seq=5998 Ack=2013 Win=4194560 Len=0 SLE=2059 SRE=2136"
"693","7.837320","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [ACK] Seq=5998 Ack=2136 Win=4194560 Len=0"
"694","7.837709","20.195.81.83","192.168.1.6","TLSv1.2","100","Application Data"
"695","7.837709","20.195.81.83","192.168.1.6","TLSv1.2","101","Application Data"
"696","7.837849","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=2136 Ack=6044 Win=132352 Len=0"
"697","7.838210","20.195.81.83","192.168.1.6","TLSv1.2","98","Application Data"
"698","7.838210","20.195.81.83","192.168.1.6","TLSv1.2","98","Application Data"
"699","7.838287","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [FIN, ACK] Seq=6179 Ack=2136 Win=4194560 Len=0"
"700","7.838476","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=2136 Ack=6135 Win=132096 Len=0"
"701","7.838584","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [ACK] Seq=2136 Ack=6180 Win=132096 Len=0"
"702","7.839045","192.168.1.6","20.195.81.83","TCP","54","20596  >  5671 [FIN, ACK] Seq=2136 Ack=6180 Win=132096 Len=0"
"703","7.870012","192.168.1.6","20.195.81.83","TLSv1.2","567","Application Data"
"704","7.877780","20.195.81.83","192.168.1.6","TCP","54","5671  >  20596 [ACK] Seq=6180 Ack=2137 Win=4194560 Len=0"
"705","7.902102","3.6.211.252","192.168.1.6","TCP","54","443  >  20316 [ACK] Seq=1 Ack=1 Win=27 Len=0"
"706","7.902187","192.168.1.6","3.6.211.252","TCP","54","[TCP ACKed unseen segment] 20316  >  443 [ACK] Seq=1 Ack=2 Win=509 Len=0"
"707","7.910676","20.195.81.83","192.168.1.6","TCP","590","443  >  19403 [ACK] Seq=1 Ack=514 Win=16384 Len=536 [TCP PDU reassembled in 708]"
"708","7.910676","20.195.81.83","192.168.1.6","TLSv1.2","518","Application Data"
"709","7.910676","20.195.81.83","192.168.1.6","TLSv1.2","81","Application Data"
"710","7.911012","192.168.1.6","20.195.81.83","TCP","54","19403  >  443 [ACK] Seq=514 Ack=1001 Win=517 Len=0"
"711","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=514 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"712","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=1954 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"713","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=3394 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"714","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=4834 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"715","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=6274 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"716","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=7714 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"717","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=9154 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"718","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=10594 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"719","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=12034 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"720","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=13474 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"721","7.911590","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=14914 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 722]"
"722","7.911590","192.168.1.6","20.195.81.83","TLSv1.2","571","Application Data"
"723","7.912012","192.168.1.6","20.195.81.83","TCP","1494","19403  >  443 [ACK] Seq=16871 Ack=1028 Win=517 Len=1440 [TCP PDU reassembled in 724]"
"724","7.912012","192.168.1.6","20.195.81.83","TLSv1.2","416","Application Data"
"725","7.953087","20.195.81.83","192.168.1.6","TCP","54","443  >  19403 [ACK] Seq=1028 Ack=4834 Win=16386 Len=0"
"726","7.953087","20.195.81.83","192.168.1.6","TCP","54","443  >  19403 [ACK] Seq=1028 Ack=9154 Win=16386 Len=0"
"727","7.953087","20.195.81.83","192.168.1.6","TCP","54","443  >  19403 [ACK] Seq=1028 Ack=12034 Win=16386 Len=0"
"728","7.953087","20.195.81.83","192.168.1.6","TCP","54","443  >  19403 [ACK] Seq=1028 Ack=16871 Win=16386 Len=0"
"729","7.953254","20.195.81.83","192.168.1.6","TCP","54","443  >  19403 [ACK] Seq=1028 Ack=18673 Win=16386 Len=0"
"730","8.881233","192.168.1.1","192.168.1.6","TCP","55","53  >  20568 [PSH, ACK] Seq=1 Ack=1 Win=913 Len=1 [TCP PDU reassembled in 735]"
"731","8.881233","192.168.1.1","192.168.1.6","TCP","55","53  >  20569 [PSH, ACK] Seq=1 Ack=1 Win=913 Len=1 [TCP PDU reassembled in 732]"
"732","8.881233","192.168.1.1","192.168.1.6","DNS","139","Standard query response 0x8273 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 172.217.163.163"
"733","8.881406","192.168.1.6","192.168.1.1","TCP","54","20568  >  53 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"734","8.881502","192.168.1.6","192.168.1.1","TCP","54","20569  >  53 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"735","8.882192","192.168.1.1","192.168.1.6","DNS","206","Standard query response 0xe4e6 HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com CNAME gce-beacons.gcp.gvt2.com SOA ns1.google.com"
"736","8.900838","192.168.1.1","192.168.1.6","TCP","139","[TCP Retransmission] 53  >  20569 [FIN, PSH, ACK] Seq=2 Ack=1 Win=913 Len=85 [TCP PDU reassembled in 732]"
"737","8.900838","192.168.1.1","192.168.1.6","TCP","206","[TCP Retransmission] 53  >  20568 [FIN, PSH, ACK] Seq=2 Ack=1 Win=913 Len=152 [TCP PDU reassembled in 735]"
"738","8.967945","192.168.1.6","142.250.192.4","UDP","559","57976  >  443 Len=517"
"739","9.017418","142.250.192.4","192.168.1.6","UDP","71","443  >  57976 Len=29"
"740","9.043610","192.168.1.6","142.250.192.4","UDP","75","57976  >  443 Len=33"
"741","9.123131","142.250.192.4","192.168.1.6","UDP","555","443  >  57976 Len=513"
"742","9.124819","142.250.192.4","192.168.1.6","UDP","64","443  >  57976 Len=22"
"743","9.125105","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"744","9.125975","192.168.1.6","142.250.192.4","UDP","78","57976  >  443 Len=36"
"745","9.127090","192.168.1.6","142.250.192.34","QUIC","183","Protected Payload (KP0), DCID=ee640d544b265d20"
"746","9.149918","142.250.192.4","192.168.1.6","UDP","66","443  >  57976 Len=24"
"747","9.187822","142.250.192.34","192.168.1.6","QUIC","70","Protected Payload (KP0)"
"748","9.214197","192.168.1.6","142.250.192.34","QUIC","74","Protected Payload (KP0), DCID=ee640d544b265d20"
"749","9.275419","142.250.192.34","192.168.1.6","QUIC","229","Protected Payload (KP0)"
"750","9.278467","142.250.192.34","192.168.1.6","QUIC","64","Protected Payload (KP0)"
"751","9.278811","192.168.1.6","142.250.192.34","QUIC","77","Protected Payload (KP0), DCID=ee640d544b265d20"
"752","9.341664","142.250.192.34","192.168.1.6","QUIC","66","Protected Payload (KP0)"
"753","9.502139","192.168.1.6","142.250.192.37","TCP","55","20445  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1"
"754","9.531347","142.250.192.37","192.168.1.6","TCP","66","443  >  20445 [ACK] Seq=1 Ack=2 Win=389 Len=0 SLE=1 SRE=2"
"755","10.394862","192.168.1.6","192.168.1.1","TCP","66","20599  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"756","10.395318","192.168.1.6","192.168.1.1","TCP","66","20600  >  53 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
